"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","SHREE BHUVANAKARAM TRADINVEST PVT LTD","BUY","1,75,000","865.48","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","SHREE BHUVANAKARAM TRADINVEST PVT LTD","SELL","1,70,689","871.24","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","BUY","70,000","860.71","-"
"18-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","SELL","70,000","914.12","-"
"18-APR-2024","LIKHITHA","Likhitha Infrastruc Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","3,37,656","307.73","-"
"18-APR-2024","LIKHITHA","Likhitha Infrastruc Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","3,38,260","307.69","-"
"18-APR-2024","LIKHITHA","Likhitha Infrastruc Ltd","QE SECURITIES LLP","BUY","1,96,728","308.82","-"
"18-APR-2024","LIKHITHA","Likhitha Infrastruc Ltd","QE SECURITIES LLP","SELL","2,19,085","309.03","-"
"18-APR-2024","MAXPOSURE","Maxposure Limited","EMINENCE GLOBAL FUND PCC- EUBILIA CAPITAL PARTNERS FUND I","SELL","1,52,000","86.48","-"
"18-APR-2024","MEDICO","Medico Remedies Limited","ESCORP ASSET MANAGEMENT LIMITED","SELL","5,00,000","47.50","-"
"18-APR-2024","MEDICO","Medico Remedies Limited","MADHUKAR SHETH","BUY","5,11,000","47.52","-"
"18-APR-2024","NAMAN","Naman In-Store (India) L","POONAM RAJEEV MAHESHWARI","BUY","54,400","133.35","-"
"18-APR-2024","NAMAN","Naman In-Store (India) L","POONAM RAJEEV MAHESHWARI","SELL","54,400","133.35","-"
"18-APR-2024","ONELIFECAP","Onelife Cap Advisors Ltd","ANBUPAUL","SELL","1,52,000","19.05","-"
"18-APR-2024","ONELIFECAP","Onelife Cap Advisors Ltd","MAYANK AGRAWAL","SELL","1,75,100","20.95","-"
"18-APR-2024","ONELIFECAP","Onelife Cap Advisors Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","2,00,000","19.05","-"
"18-APR-2024","PRUDMOULI","PrudentialSugar-Roll Sett","PILOT CONSULTANTS PVT LTD","SELL","3,00,000","26.75","-"
"18-APR-2024","SABAR","Sabar Flex India Limited","DEVSHREEBEN PRADIPKUMAR PANCHAL","BUY","90,000","19.50","-"
"18-APR-2024","SABAR","Sabar Flex India Limited","THAKOR NAYANA CHANDUBHAI","SELL","1,60,000","19.50","-"
"18-APR-2024","SADBHAV","Sadbhav Engineering Limit","CRONY VYAPAR PVT LTD","BUY","7,33,009","31.71","-"
"18-APR-2024","SADBHAV","Sadbhav Engineering Limit","CRONY VYAPAR PVT LTD","SELL","10,85,295","30.53","-"
"18-APR-2024","SOLARA","Solara Active Pha Sci Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","2,54,733","476.51","-"
"18-APR-2024","SOLARA","Solara Active Pha Sci Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","2,54,858","476.33","-"
"18-APR-2024","SOLARA","Solara Active Pha Sci Ltd","QE SECURITIES LLP","BUY","1,92,144","483.28","-"
"18-APR-2024","SOLARA","Solara Active Pha Sci Ltd","QE SECURITIES LLP","SELL","1,97,196","481.61","-"
"18-APR-2024","STERTOOLS","Sterling Tools Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","2,59,334","372.05","-"
"18-APR-2024","STERTOOLS","Sterling Tools Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","2,59,369","372.53","-"
"18-APR-2024","SURAJEST","Suraj Estate Developers L","SHARE INDIA SECURITIES LIMITED","BUY","2,70,850","369.33","-"
"18-APR-2024","SURAJEST","Suraj Estate Developers L","SHARE INDIA SECURITIES LIMITED","SELL","200","370.22","-"
"18-APR-2024","TGL","Teerth Gopicon Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","67,200","137.80","-"
"18-APR-2024","TPHQ","Teamo Productions HQ Ltd","VRINDAA ADVANCED MATERIALS LIMITED","SELL","1,00,00,000","1.40","-"
"18-APR-2024","VIRINCHI","Virinchi Limited","JAINAM BROKING LIMITED","BUY","7,01,673","36.21","-"
"18-APR-2024","VIRINCHI","Virinchi Limited","JAINAM BROKING LIMITED","SELL","2,000","36.94","-"
"19-APR-2024","AAATECH","AAA Technologies Limited","QE SECURITIES LLP","BUY","81,628","138.88","-"
"19-APR-2024","AAATECH","AAA Technologies Limited","QE SECURITIES LLP","SELL","82,492","140.12","-"
"19-APR-2024","ASPIRE","Aspire & Innovative Adv L","L7 HITECH PRIVATE LIMITED","BUY","1,14,000","93.43","-"
"19-APR-2024","BAJEL","Bajel Projects Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","5,24,850","258.64","-"
"19-APR-2024","BAJEL","Bajel Projects Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","6,50,000","258.80","-"
"19-APR-2024","CBAZAAR","Net Avenue Technologies L","ARUN MAHESHWARI HUF","BUY","1,28,000","21.00","-"
"19-APR-2024","CBAZAAR","Net Avenue Technologies L","CHANAKYA OPPORTUNITIES FUND I","SELL","2,88,000","21.00","-"
"19-APR-2024","CGRAPHICS","Creative Graphics S Ind L","ANKUSH  KEDIA","BUY","1,60,000","213.55","-"
"19-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","CRONY VYAPAR PVT LTD","BUY","18,15,784","64.12","-"
"19-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","CRONY VYAPAR PVT LTD","SELL","18,15,784","64.12","-"
"19-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","17,83,007","64.02","-"
"19-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","17,83,007","64.01","-"
"19-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","HRTI PRIVATE LIMITED","BUY","14,29,510","64.07","-"
"19-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","HRTI PRIVATE LIMITED","SELL","14,25,351","64.05","-"
"19-APR-2024","COFFEEDAY","Coffee Day Enterprise Ltd","TIKRI INVESTMENTS","SELL","11,92,508","62.97","-"
"19-APR-2024","CUPID","Cupid Limited","SANJIV BIDASARIA","BUY","9,81,608","114.46","-"
"19-APR-2024","CUPID","Cupid Limited","SANJIV BIDASARIA","SELL","1,38,159","113.34","-"
"19-APR-2024","DEEM","Deem Roll Tech Limited","SS CORPORATE SECURITIES LIMITED","SELL","47,000","109.00","-"
"19-APR-2024","DHANI","Dhani Services Limited","HRTI PRIVATE LIMITED","BUY","26,17,951","51.97","-"
"19-APR-2024","DHANI","Dhani Services Limited","HRTI PRIVATE LIMITED","SELL","30,44,381","51.99","-"
"19-APR-2024","DSSL","Dynacons Sys & Sol. Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","92,439","1,333.25","-"
"19-APR-2024","DSSL","Dynacons Sys & Sol. Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","92,439","1,332.53","-"
"19-APR-2024","DSSL","Dynacons Sys & Sol. Ltd.","HRTI PRIVATE LIMITED","BUY","63,424","1,321.68","-"
"19-APR-2024","DSSL","Dynacons Sys & Sol. Ltd.","HRTI PRIVATE LIMITED","SELL","63,570","1,317.92","-"
"19-APR-2024","DYCL","Dynamic Cables Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","1,51,045","464.05","-"
"19-APR-2024","DYCL","Dynamic Cables Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","1,51,045","463.97","-"
"19-APR-2024","ELECTCAST","Electrosteel Cast Ltd.","ISHARES II PUBLIC LIMITED COMPANY - ISHARES GLOBAL WATER UCITS ETF","BUY","32,28,750","196.21","-"
"19-APR-2024","EXICOM","Exicom Tele Systems Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","7,30,686","295.07","-"
"19-APR-2024","EXICOM","Exicom Tele Systems Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","7,30,686","295.22","-"
"19-APR-2024","IONEXCHANG","Ion Exchange (India) Ltd","ISHARES II PUBLIC LIMITED COMPANY - ISHARES GLOBAL WATER UCITS ETF","SELL","8,55,047","541.08","-"
"19-APR-2024","JUSTDIAL","Justdial Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","5,35,386","1,030.37","-"
"19-APR-2024","JUSTDIAL","Justdial Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","5,35,386","1,031.24","-"
"19-APR-2024","JUSTDIAL","Justdial Ltd.","QE SECURITIES LLP","BUY","5,11,752","1,041.39","-"
"19-APR-2024","JUSTDIAL","Justdial Ltd.","QE SECURITIES LLP","SELL","5,24,381","1,042.76","-"
"19-APR-2024","JYOTI-RE","Jyoti Structures Ltd","GDN INVESTMENTS PRIVATE LIMITED","BUY","16,84,656","7.45","-"
"19-APR-2024","JYOTI-RE","Jyoti Structures Ltd","MEMG FAMILY OFFICE LLP","SELL","9,54,136","7.48","-"
"19-APR-2024","JYOTI-RE","Jyoti Structures Ltd","PRASHANT RAGHUNATH DESHPANDE","SELL","10,92,023","7.42","-"
"19-APR-2024","JYOTI-RE","Jyoti Structures Ltd","RAJTARU ENTERPRISES","BUY","10,00,000","7.38","-"
"19-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","BUY","7,19,169","40.28","-"
"19-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","SELL","8,21,763","40.43","-"
"19-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","HRTI PRIVATE LIMITED","BUY","12,17,652","39.81","-"
"19-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","HRTI PRIVATE LIMITED","SELL","12,04,382","39.90","-"
"19-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","7,82,714","40.66","-"
"19-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","7,82,714","40.71","-"
"19-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","QE SECURITIES LLP","BUY","7,68,700","40.22","-"
"19-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","QE SECURITIES LLP","SELL","7,76,581","40.27","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","BUY","1,06,371","807.59","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","SELL","1,06,371","806.55","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","BUY","1,43,702","806.51","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","SELL","1,41,705","804.03","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","BUY","1,78,410","799.76","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","SELL","1,78,410","799.49","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ RAJNIKANT SHAH","SELL","75,000","797.05","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","BUY","92,318","804.68","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","SELL","91,165","803.89","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","SHREE BHUVANAKARAM TRADINVEST PVT LTD","BUY","68,000","801.45","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","SHREE BHUVANAKARAM TRADINVEST PVT LTD","SELL","76,000","799.71","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","BUY","84,680","805.39","-"
"19-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","SELL","84,680","811.62","-"
"19-APR-2024","KSCL","Kaveri Seed Company Limit","GRAVITON RESEARCH CAPITAL LLP","BUY","2,67,583","745.99","-"
"19-APR-2024","KSCL","Kaveri Seed Company Limit","GRAVITON RESEARCH CAPITAL LLP","SELL","2,67,583","746.23","-"
"19-APR-2024","KTL","Kalahridhaan Trendz Ltd","MITESH  MAKVANA","BUY","1,20,000","50.75","-"
"19-APR-2024","KTL","Kalahridhaan Trendz Ltd","PANKAJKUMAR JAYANTILAL PATEL","SELL","1,20,000","50.75","-"
"19-APR-2024","LIKHITHA","Likhitha Infrastruc Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","2,12,259","317.84","-"
"19-APR-2024","LIKHITHA","Likhitha Infrastruc Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","2,12,259","318.44","-"
"19-APR-2024","ONELIFECAP","Onelife Cap Advisors Ltd","DARSHAN GULAB CHANDAK","SELL","66,872","19.61","-"
"19-APR-2024","PAR","Par Drugs and Chem Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","78,267","303.43","-"
"19-APR-2024","PAR","Par Drugs and Chem Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","78,267","303.88","-"
"19-APR-2024","PAR","Par Drugs and Chem Ltd","QE SECURITIES LLP","BUY","86,416","303.48","-"
"19-APR-2024","PAR","Par Drugs and Chem Ltd","QE SECURITIES LLP","SELL","86,416","306.74","-"
"19-APR-2024","PRUDMOULI","PrudentialSugar-Roll Sett","PILOT CONSULTANTS PVT LTD","SELL","3,00,000","26.25","-"
"19-APR-2024","PTC","PTC India Limited","BNP PARIBAS ARBITRAGE","SELL","16,18,173","215.88","-"
"19-APR-2024","PTC","PTC India Limited","ISHARES GLOBAL CLEAN ENERGY ETF","BUY","27,50,232","217.53","-"
"19-APR-2024","PTC","PTC India Limited","ISHARES GLOBAL CLEAN ENERGY UCITS ETF","BUY","38,67,095","217.53","-"
"19-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","94,400","127.90","-"
"19-APR-2024","SOLARA","Solara Active Pha Sci Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","3,99,620","515.52","-"
"19-APR-2024","SOLARA","Solara Active Pha Sci Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","3,99,620","515.19","-"
"19-APR-2024","SOLARA","Solara Active Pha Sci Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","3,48,705","526.15","-"
"19-APR-2024","SOLARA","Solara Active Pha Sci Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","3,48,705","526.05","-"
"19-APR-2024","SOLARA","Solara Active Pha Sci Ltd","QE SECURITIES LLP","BUY","3,10,815","526.81","-"
"19-APR-2024","SOLARA","Solara Active Pha Sci Ltd","QE SECURITIES LLP","SELL","3,37,703","524.00","-"
"19-APR-2024","TAC","TAC Infosec Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","7,200","318.80","-"
"19-APR-2024","TAC","TAC Infosec Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","69,600","317.09","-"
"19-APR-2024","VIPULLTD","Vipul Limited","SRESTHA FINVEST LIMITED","SELL","6,25,974","32.40","-"
"22-APR-2024","ASAL","Automotive Stampings and","GRAVITON RESEARCH CAPITAL LLP","BUY","1,07,348","843.74","-"
"22-APR-2024","ASAL","Automotive Stampings and","GRAVITON RESEARCH CAPITAL LLP","SELL","1,07,348","843.87","-"
"22-APR-2024","ASPIRE","Aspire & Innovative Adv L","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","90,000","103.60","-"
"22-APR-2024","ASPIRE","Aspire & Innovative Adv L","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","42,000","103.50","-"
"22-APR-2024","ASPIRE","Aspire & Innovative Adv L","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","2,90,000","102.55","-"
"22-APR-2024","ASPIRE","Aspire & Innovative Adv L","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","1,98,000","102.90","-"
"22-APR-2024","BTML","Bodhi Tree Multimedia Ltd","VIKAS KUMAR VERMA HUF","BUY","27,54,423","19.54","-"
"22-APR-2024","BTML","Bodhi Tree Multimedia Ltd","VIKAS KUMAR VERMA HUF","SELL","17,36,546","18.73","-"
"22-APR-2024","CELLECOR","Cellecor Gadgets Limited","SAROJ GUPTA","BUY","15,600","239.25","-"
"22-APR-2024","CELLECOR","Cellecor Gadgets Limited","SAROJ GUPTA","SELL","1,65,600","239.68","-"
"22-APR-2024","DEEM","Deem Roll Tech Limited","EPITOME TRADING AND INVESTMENTS","SELL","58,000","109.70","-"
"22-APR-2024","ENSER","Enser Communications Ltd","GUPTA NIDHI","BUY","50,000","68.54","-"
"22-APR-2024","ENSER","Enser Communications Ltd","PANKAJ KUMAR GUPTA","SELL","52,000","68.02","-"
"22-APR-2024","ENSER","Enser Communications Ltd","PANKAJ KUMAR HUF","SELL","50,000","68.40","-"
"22-APR-2024","GSPL","Gujarat State Petronet Li","SETU SECURITIES PVT LTD","BUY","29,04,687","303.94","-"
"22-APR-2024","GSPL","Gujarat State Petronet Li","SETU SECURITIES PVT LTD","SELL","26,56,687","304.56","-"
"22-APR-2024","INDRAMEDCO","Indraprastha Med Corp","QUANT MUTUAL FUND - QUANT SMALL CAP FUND","BUY","5,50,000","249.59","-"
"22-APR-2024","IRMENERGY","IRM Energy Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","2,76,119","611.18","-"
"22-APR-2024","IRMENERGY","IRM Energy Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","2,76,119","611.98","-"
"22-APR-2024","JALAN","Jalan Transolu. India Ltd","INDUS WORLD TRADE LIMITED","SELL","1,08,000","4.02","-"
"22-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","6,66,696","45.28","-"
"22-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","6,66,696","45.31","-"
"22-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","HRTI PRIVATE LIMITED","BUY","13,17,652","45.20","-"
"22-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","HRTI PRIVATE LIMITED","SELL","12,57,606","45.27","-"
"22-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","QE SECURITIES LLP","BUY","4,95,960","45.12","-"
"22-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","QE SECURITIES LLP","SELL","4,85,437","45.24","-"
"22-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","SUBHASH REDDY SANGAM","BUY","5,60,300","45.12","-"
"22-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","SUBHASH REDDY SANGAM","SELL","5,60,300","44.68","-"
"22-APR-2024","KMSUGAR","K.M.Sugar Mills Limited","VLS FINANCE LTD","SELL","8,00,000","45.03","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","BUY","71,135","780.66","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","SELL","71,135","780.40","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","BUY","1,08,523","782.18","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","SELL","1,11,407","779.60","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","BUY","71,315","779.96","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","SELL","69,166","779.11","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","SANTOSH DAULAT PASHTE","BUY","70,000","783.76","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","SANTOSH DAULAT PASHTE","SELL","70,000","781.79","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","BUY","1,75,093","778.73","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","SELL","1,75,093","776.05","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","BUY","2,64,854","781.03","-"
"22-APR-2024","KRYSTAL","Krystal Integrated Ser L","VIRAL DINESH SHAH","SELL","2,64,854","781.18","-"
"22-APR-2024","KTL","Kalahridhaan Trendz Ltd","MITESH  MAKVANA","BUY","99,000","52.00","-"
"22-APR-2024","KTL","Kalahridhaan Trendz Ltd","PANKAJKUMAR JAYANTILAL PATEL","SELL","99,000","52.00","-"
"22-APR-2024","LAXMICOT","Laxmi Cotspin Limited","MITTAL PUNEET","BUY","1,00,014","33.72","-"
"22-APR-2024","LAXMICOT","Laxmi Cotspin Limited","MITTAL PUNEET","SELL","1,00,014","33.69","-"
"22-APR-2024","RAMASTEEL","Rama Steel Tubes Limited","BANSAL SHASHI","SELL","80,00,000","12.70","-"
"22-APR-2024","SOLARA","Solara Active Pha Sci Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","2,76,245","584.81","-"
"22-APR-2024","SOLARA","Solara Active Pha Sci Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","2,76,245","585.88","-"
"22-APR-2024","SOLARA","Solara Active Pha Sci Ltd","HRTI PRIVATE LIMITED","BUY","2,41,797","587.59","-"
"22-APR-2024","SOLARA","Solara Active Pha Sci Ltd","HRTI PRIVATE LIMITED","SELL","2,45,326","588.39","-"
"22-APR-2024","SOLARA","Solara Active Pha Sci Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","2,24,655","587.89","-"
"22-APR-2024","SOLARA","Solara Active Pha Sci Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","2,24,655","587.92","-"
"22-APR-2024","SOLARA","Solara Active Pha Sci Ltd","QE SECURITIES LLP","BUY","2,36,554","588.86","-"
"22-APR-2024","SOLARA","Solara Active Pha Sci Ltd","QE SECURITIES LLP","SELL","2,33,364","589.33","-"
"22-APR-2024","SUMEETINDS","Sumeet Ind Limited","PROFIN COMMODITIES PRIVATE LIMITED","SELL","6,98,621","1.94","-"
"22-APR-2024","TRU","TruCap Finance Limited","JAINAM BROKING LIMITED","BUY","7,25,880","62.86","-"
"22-APR-2024","TRU","TruCap Finance Limited","JAINAM BROKING LIMITED","SELL","4,41,739","62.37","-"
"22-APR-2024","TRUST","Trust Fintech Limited","ANKUSH  KEDIA","BUY","2,43,600","254.82","-"
"22-APR-2024","TRUST","Trust Fintech Limited","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","BUY","1,22,400","243.52","-"
"22-APR-2024","TRUST","Trust Fintech Limited","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","SELL","73,200","252.24","-"
"22-APR-2024","TRUST","Trust Fintech Limited","LATHE DERIVATIVES TRADING PRIVATE LIMITED .","BUY","1,42,800","256.30","-"
"22-APR-2024","TRUST","Trust Fintech Limited","LATHE DERIVATIVES TRADING PRIVATE LIMITED .","SELL","1,42,800","255.90","-"
"22-APR-2024","TRUST","Trust Fintech Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","1,29,600","244.27","-"
"22-APR-2024","TRUST","Trust Fintech Limited","SOHAM FINCARE INDIA LLP","BUY","1,35,600","245.04","-"
"22-APR-2024","TRUST","Trust Fintech Limited","SOHAM FINCARE INDIA LLP","SELL","1,35,600","246.23","-"
"22-APR-2024","VINSYS","Vinsys IT Services Ind Lt","BOFA SECURITIES EUROPE SA","BUY","82,500","363.84","-"
"23-APR-2024","ARE&M","Amara Raja Energy Mob Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","10,10,267","1,129.55","-"
"23-APR-2024","ARE&M","Amara Raja Energy Mob Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","10,10,267","1,130.04","-"
"23-APR-2024","ASPIRE","Aspire & Innovative Adv L","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","90,000","108.12","-"
"23-APR-2024","ASPIRE","Aspire & Innovative Adv L","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","72,000","106.79","-"
"23-APR-2024","ATALREAL","Atal Realtech Limited","ABDUL AHAD SHAKEEL MISTRY","SELL","5,32,428","11.35","-"
"23-APR-2024","ATALREAL","Atal Realtech Limited","EPITOME TRADING AND INVESTMENTS","BUY","15,00,000","11.35","-"
"23-APR-2024","ATALREAL","Atal Realtech Limited","EPITOME TRADING AND INVESTMENTS","SELL","9,96,612","11.37","-"
"23-APR-2024","ATALREAL","Atal Realtech Limited","GAURANG JITENDRA PAREKH","SELL","6,66,928","11.35","-"
"23-APR-2024","ATALREAL","Atal Realtech Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","17,50,000","11.35","-"
"23-APR-2024","ATALREAL","Atal Realtech Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","4,06,922","11.35","-"
"23-APR-2024","ATALREAL","Atal Realtech Limited","SHRI MUKTA SHARES","BUY","4,61,936","11.42","-"
"23-APR-2024","ATALREAL","Atal Realtech Limited","SHRI MUKTA SHARES","SELL","3,71,936","11.37","-"
"23-APR-2024","ATALREAL","Atal Realtech Limited","VENKATACHALAM R","BUY","33,00,000","11.35","-"
"23-APR-2024","BANDHANBNK","Bandhan Bank Limited","MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND","SELL","1,17,48,919","180.80","-"
"23-APR-2024","BANDHANBNK","Bandhan Bank Limited","SOCIETE GENERALE","BUY","1,21,16,098","180.80","-"
"23-APR-2024","BANKBARODA","Bank of Baroda","MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND","SELL","3,16,25,157","261.30","-"
"23-APR-2024","BANKBARODA","Bank of Baroda","SOCIETE GENERALE","BUY","3,26,38,297","261.30","-"
"23-APR-2024","BIRDYS","Grill Splendour Ser Ltd","MANISH JUGRAJ JAIN HUF","BUY","1,50,000","121.30","-"
"23-APR-2024","BIRDYS","Grill Splendour Ser Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","36,000","127.35","-"
"23-APR-2024","BIRDYS","Grill Splendour Ser Ltd","NISHITH ATULBHAI SHAH","BUY","36,000","121.30","-"
"23-APR-2024","BIRDYS","Grill Splendour Ser Ltd","PARAS DOSHI","BUY","54,000","121.30","-"
"23-APR-2024","BIRDYS","Grill Splendour Ser Ltd","RAJESH SHANTILAL VAKHARIA","BUY","52,800","123.71","-"
"23-APR-2024","BIRDYS","Grill Splendour Ser Ltd","RIKHAV SECURITIES LIMITED","SELL","69,600","127.35","-"
"23-APR-2024","BIRDYS","Grill Splendour Ser Ltd","SHREE BHUVANAKARAM TRADINVEST PVT LTD","BUY","1,06,800","121.96","-"
"23-APR-2024","BIRDYS","Grill Splendour Ser Ltd","SUNRISE GILTS & SECURITIES PVT LTD","SELL","49,200","123.07","-"
"23-APR-2024","COCHINSHIP","Cochin Shipyard Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","15,26,645","1,200.01","-"
"23-APR-2024","COCHINSHIP","Cochin Shipyard Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","15,26,645","1,200.62","-"
