"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"08-APR-2024","TFCILTD","Tourism Finance Corp","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","3,00,000","180.20","-"
"08-APR-2024","UMAEXPORTS","Uma Exports Limited","ASHAPURA COMMODITIES","BUY","3,00,000","88.00","-"
"08-APR-2024","UMAEXPORTS","Uma Exports Limited","JAINAM BROKING LIMITED","SELL","3,00,000","88.00","-"
"08-APR-2024","WEWIN","WE WIN LIMITED","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","52,076","102.08","-"
"08-APR-2024","WEWIN","WE WIN LIMITED","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","52,972","102.19","-"
"08-APR-2024","YASHOPTICS","Yash Optics & Lens Ltd","C P KHANDELWAL","BUY","1,28,000","90.00","-"
"08-APR-2024","YASHOPTICS","Yash Optics & Lens Ltd","JIGNESH AMRUTLAL THOBHANI","BUY","1,92,000","90.00","-"
"08-APR-2024","YASHOPTICS","Yash Optics & Lens Ltd","RIKHAV SECURITIES LIMITED","SELL","1,84,000","93.07","-"
"08-APR-2024","YASHOPTICS","Yash Optics & Lens Ltd","SS CORPORATE SECURITIES LIMITED","BUY","1,26,400","90.00","-"
"08-APR-2024","YASHOPTICS","Yash Optics & Lens Ltd","VIJIT GLOBAL SECURITIES PRIVATE LIMITED","BUY","2,36,800","90.00","-"
"09-APR-2024","ADL","Archidply Decor Limted","RANA ENTERPRISES","SELL","33,479","104.83","-"
"09-APR-2024","ALUWIND","Aluwind Architectural Ltd","NNM SECURITIES PVT LTD","BUY","2,19,000","45.12","-"
"09-APR-2024","ALUWIND","Aluwind Architectural Ltd","SETU SECURITIES PVT LTD","BUY","1,26,000","46.71","-"
"09-APR-2024","ASPIRE","Aspire & Innovative Adv L","HEM FINLEASE PVT LTD","BUY","86,000","62.94","-"
"09-APR-2024","ASTEC","Astec LifeSciences Ltd","AJAY KUMAR AGGARWAL","BUY","1,20,000","1,254.07","-"
"09-APR-2024","AVROIND","AVRO INDIA LIMITED","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","77,413","155.24","-"
"09-APR-2024","AVROIND","AVRO INDIA LIMITED","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","77,413","155.50","-"
"09-APR-2024","CAPACITE","Capacite Infraproject Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","5,80,363","301.02","-"
"09-APR-2024","CAPACITE","Capacite Infraproject Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","5,80,363","301.11","-"
"09-APR-2024","CAPACITE","Capacite Infraproject Ltd","HRTI PRIVATE LIMITED","BUY","3,81,768","301.10","-"
"09-APR-2024","CAPACITE","Capacite Infraproject Ltd","HRTI PRIVATE LIMITED","SELL","4,25,889","299.79","-"
"09-APR-2024","CGRAPHICS","Creative Graphics S Ind L","BOFA SECURITIES EUROPE SA","BUY","3,42,400","183.18","-"
"09-APR-2024","CGRAPHICS","Creative Graphics S Ind L","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","2,32,000","177.11","-"
"09-APR-2024","DOLATALGO","Dolat Algotech Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","8,96,807","93.24","-"
"09-APR-2024","DOLATALGO","Dolat Algotech Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","8,96,807","93.17","-"
"09-APR-2024","DRCSYSTEMS","DRC Systems India Limited","EL DORADO BIOTECH PRIVATE LIMITED","BUY","10,00,000","19.44","-"
"09-APR-2024","DRCSYSTEMS","DRC Systems India Limited","MOHIT SOMCHAND SHAH","BUY","11,60,000","19.38","-"
"09-APR-2024","DRCSYSTEMS","DRC Systems India Limited","SOMANI MULTIBIZ LIMITED","SELL","30,00,055","19.56","-"
"09-APR-2024","EXIDEIND","Exide Industries Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","48,13,570","386.81","-"
"09-APR-2024","EXIDEIND","Exide Industries Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","48,35,170","387.09","-"
"09-APR-2024","FIVESTAR","Five-Star Bus Fin Ltd","TPG ASIA VII SF PTE LTD","SELL","56,54,972","752.02","-"
"09-APR-2024","GLAND","Gland Pharma Limited","LAKUMI TRUST","SELL","61,65,486","1,739.10","-"
"09-APR-2024","GLAND","Gland Pharma Limited","NICOMAC MACHINERY PRIVATE LIMITED","SELL","19,55,452","1,735.31","-"
"09-APR-2024","HECPROJECT","HEC Infra Projects Ltd","SUMANJU PROJECTS & SERVICES LIMITED","SELL","95,000","98.60","-"
"09-APR-2024","IBREALEST","Indiabulls Real Estate Li","HRTI PRIVATE LIMITED","BUY","41,01,393","142.46","-"
"09-APR-2024","IBREALEST","Indiabulls Real Estate Li","HRTI PRIVATE LIMITED","SELL","38,29,180","142.20","-"
"09-APR-2024","INDSWFTLAB","Ind-Swift Labs Ltd.","PANJATAN REAL ESTATE PRIVATE LIMITED","BUY","5,00,000","131.46","-"
"09-APR-2024","INDSWFTLAB","Ind-Swift Labs Ltd.","RAMESH CHANDRA BIYANI","SELL","4,25,000","131.65","-"
"09-APR-2024","JTLIND","JTL INDUSTRIES LIMITED","SAROJ GUPTA","BUY","10,45,570","220.55","-"
"09-APR-2024","JTLIND","JTL INDUSTRIES LIMITED","SAROJ GUPTA","SELL","10,76,570","220.79","-"
"09-APR-2024","MDL","Marvel Decor Limited","GINNI FINANCE PVT. LTD.","BUY","1,24,000","109.62","-"
"09-APR-2024","MDL","Marvel Decor Limited","GINNI FINANCE PVT. LTD.","SELL","4,000","99.40","-"
"09-APR-2024","MICROPRO","Micropro Software Sol L","KIRTI BEARINGS PRIVATE LTD","BUY","1,20,000","48.00","-"
"09-APR-2024","MICROPRO","Micropro Software Sol L","NEOMILE CORPORATE ADVISORY LIMITED","SELL","1,24,800","48.00","-"
"09-APR-2024","MINDTECK","Mindteck (India) Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","1,78,882","275.39","-"
"09-APR-2024","MINDTECK","Mindteck (India) Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","1,78,882","274.99","-"
"09-APR-2024","MINDTECK","Mindteck (India) Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","1,69,231","279.91","-"
"09-APR-2024","MINDTECK","Mindteck (India) Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","1,69,231","280.19","-"
"09-APR-2024","MINDTECK","Mindteck (India) Limited","QE SECURITIES LLP","BUY","1,98,288","281.36","-"
"09-APR-2024","MINDTECK","Mindteck (India) Limited","QE SECURITIES LLP","SELL","2,05,091","280.01","-"
"09-APR-2024","MRO-TEK","MRO-TEK Realty Ltd","INDRA KIRAN VENTURES","BUY","94,577","90.85","-"
"09-APR-2024","MRO-TEK","MRO-TEK Realty Ltd","INDRA KIRAN VENTURES","SELL","84,577","91.19","-"
"09-APR-2024","MRO-TEK","MRO-TEK Realty Ltd","MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED","BUY","1,14,484","91.49","-"
"09-APR-2024","MRO-TEK","MRO-TEK Realty Ltd","MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED","SELL","86,027","90.92","-"
"09-APR-2024","NAMAN","Naman In-Store (India) L","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","14,400","103.95","-"
"09-APR-2024","NAMAN","Naman In-Store (India) L","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","75,200","103.95","-"
"09-APR-2024","NAMAN","Naman In-Store (India) L","SAHASTRAA ADVISORS PRIVATE LIMITED","BUY","64,000","103.95","-"
"09-APR-2024","NAMAN","Naman In-Store (India) L","SAHASTRAA ADVISORS PRIVATE LIMITED","SELL","20,800","110.31","-"
"09-APR-2024","NAMAN","Naman In-Store (India) L","VINEY EQUITY MARKET LLP","BUY","1,12,000","105.93","-"
"09-APR-2024","NAMAN","Naman In-Store (India) L","VINEY EQUITY MARKET LLP","SELL","1,600","110.20","-"
"09-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","88,000","136.68","-"
"09-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","64,000","139.05","-"
"09-APR-2024","RADIOWALLA","Radiowalla Network Ltd","PRASENJIT KUMAR PAUL","BUY","60,800","134.33","-"
"09-APR-2024","RADIOWALLA","Radiowalla Network Ltd","SETU SECURITIES PVT LTD","BUY","32,000","126.60","-"
"09-APR-2024","RADIOWALLA","Radiowalla Network Ltd","SETU SECURITIES PVT LTD","SELL","40,000","139.05","-"
"09-APR-2024","RADIOWALLA","Radiowalla Network Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","40,000","139.05","-"
"09-APR-2024","RCDL","Rajgor Castor Derivati L","SPREAD X SECURITIES PRIVATE LIMITED","BUY","1,20,000","40.76","-"
"09-APR-2024","RCDL","Rajgor Castor Derivati L","SPREAD X SECURITIES PRIVATE LIMITED","SELL","3,000","40.00","-"
"09-APR-2024","ROUTE","ROUTE MOBILE LIMITED","RAJASTHAN GLOBAL SECURITIES PRIVATE LIMITED","BUY","4,00,000","1,610.00","-"
"09-APR-2024","SADBHAV","Sadbhav Engineering Limit","CRONY VYAPAR PVT LTD","BUY","52,43,968","39.21","-"
"09-APR-2024","SADBHAV","Sadbhav Engineering Limit","CRONY VYAPAR PVT LTD","SELL","41,71,877","38.94","-"
"09-APR-2024","SBGLP","Suratwwala Bus Group Ltd","JAINAM BROKING LIMITED","BUY","1,55,000","921.41","-"
"09-APR-2024","SBGLP","Suratwwala Bus Group Ltd","VICTUS ENTERPRISE LLP","SELL","1,30,000","921.05","-"
"09-APR-2024","STLTECH","Sterlite Technologies Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","31,43,126","140.83","-"
"09-APR-2024","STLTECH","Sterlite Technologies Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","31,43,126","140.94","-"
"09-APR-2024","STLTECH","Sterlite Technologies Ltd","QE SECURITIES LLP","BUY","24,95,614","141.35","-"
"09-APR-2024","STLTECH","Sterlite Technologies Ltd","QE SECURITIES LLP","SELL","24,96,801","141.53","-"
"09-APR-2024","SUMEETINDS","Sumeet Ind Limited","PROFIN COMMODITIES PRIVATE LIMITED","SELL","17,81,051","2.61","-"
"09-APR-2024","SUMEETINDS","Sumeet Ind Limited","VIKAS GUPTA & SONS HUF","BUY","15,00,000","2.60","-"
"09-APR-2024","TARMAT","Tarmat Limited","L7 HITECH PRIVATE LIMITED","SELL","1,12,622","107.00","-"
"09-APR-2024","TRUST","Trust Fintech Limited","TIKRI MANAGEMENT PRIVATE LIMITED","BUY","3,12,000","173.88","-"
"10-APR-2024","ALUWIND","Aluwind Architectural Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","1,86,000","44.90","-"
"10-APR-2024","ALUWIND","Aluwind Architectural Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","1,20,000","46.41","-"
"10-APR-2024","ALUWIND","Aluwind Architectural Ltd","SETU SECURITIES PVT LTD","SELL","1,26,000","47.90","-"
"10-APR-2024","ASPIRE","Aspire & Innovative Adv L","JAIN SANJAY POPATLAL","SELL","1,00,000","64.36","-"
"10-APR-2024","CLOUD","Varanium Cloud Limited","JOLLY ANKIT SHAH","BUY","2,76,000","50.17","-"
"10-APR-2024","CLOUD","Varanium Cloud Limited","JOLLY ANKIT SHAH","SELL","2,53,000","55.00","-"
"10-APR-2024","CLOUD","Varanium Cloud Limited","SHAH  NISHANT","BUY","2,70,000","48.00","-"
"10-APR-2024","CLOUD","Varanium Cloud Limited","TOTAL HOLDINGS AND FINVEST PRIVATE LIMITED","SELL","8,90,000","48.10","-"
"10-APR-2024","CLOUD","Varanium Cloud Limited","VIKRAMKUMAR KARANRAJ SAKARIA HUF DAKSH CORPORATION","BUY","2,84,000","51.55","-"
"10-APR-2024","CLOUD","Varanium Cloud Limited","VIKRAMKUMAR KARANRAJ SAKARIA HUF DAKSH CORPORATION","SELL","2,84,000","53.13","-"
"10-APR-2024","DCMNVL","DCM Nouvelle Limited","TAPIAWALA VIVEK RAJESHKUMAR","SELL","1,90,000","194.49","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","BALVEER SINGH","BUY","10,40,168","20.50","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","BALVEER SINGH","SELL","10,40,168","20.50","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","HEMANT BABULAL KHALAS","BUY","10,60,903","20.48","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","HEMANT BABULAL KHALAS","SELL","10,60,903","20.49","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","JASPREET  KAUR","BUY","9,70,129","20.49","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","JASPREET  KAUR","SELL","9,70,129","20.49","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","KADIR FARUKQBHAI VOHRA","BUY","10,30,878","20.50","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","KADIR FARUKQBHAI VOHRA","SELL","10,30,878","20.50","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","MOHIT SOMCHAND SHAH","BUY","11,00,000","19.80","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","SANJAY MANSINGBHAI RATHOD","BUY","10,10,000","20.50","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","SANJAY MANSINGBHAI RATHOD","SELL","10,10,000","20.48","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","SOMANI MULTIBIZ LIMITED","SELL","29,87,718","19.99","-"
"10-APR-2024","DRCSYSTEMS","DRC Systems India Limited","VAISHALI AJAY PATEL","BUY","18,00,000","20.10","-"
"10-APR-2024","EMKAY","Emkay Global Fin Serv Ltd","MUDUPULAVEMULA SURENDRANADHA REDDY","BUY","1,43,116","175.31","-"
"10-APR-2024","EMKAY","Emkay Global Fin Serv Ltd","MUDUPULAVEMULA SURENDRANADHA REDDY","SELL","1,43,116","174.27","-"
"10-APR-2024","EMKAY","Emkay Global Fin Serv Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","1,67,127","172.73","-"
"10-APR-2024","EMKAY","Emkay Global Fin Serv Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","1,67,127","172.95","-"
"10-APR-2024","FOODSIN","Foods & Inns Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","3,06,609","158.14","-"
"10-APR-2024","FOODSIN","Foods & Inns Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","3,06,609","158.31","-"
"10-APR-2024","GLOBE","Globe Textiles (I) Ltd.","COMFORT SECURITIES LIMITED","SELL","30,81,506","3.39","-"
"10-APR-2024","HEADSUP","Heads UP Ventures Limited","MITTAL PUNEET","BUY","2,13,033","15.87","-"
"10-APR-2024","HEADSUP","Heads UP Ventures Limited","MITTAL PUNEET","SELL","1,72,979","15.62","-"
"10-APR-2024","HEADSUP","Heads UP Ventures Limited","PIYUSH MAKHIJANI","SELL","1,50,000","15.72","-"
"10-APR-2024","HEG","HEG Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","2,06,769","2,317.80","-"
"10-APR-2024","HEG","HEG Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","2,06,769","2,317.15","-"
"10-APR-2024","HOVS","HOV Services Limited","YUGA  DOSHI","BUY","1,00,000","75.90","-"
"10-APR-2024","HOVS","HOV Services Limited","YUGA  DOSHI","SELL","1,00,000","76.00","-"
"10-APR-2024","HOVS","HOV Services Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","1,00,000","76.00","-"
"10-APR-2024","HOVS","HOV Services Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","1,02,444","75.84","-"
"10-APR-2024","INDSWFTLAB","Ind-Swift Labs Ltd.","PANJATAN REAL ESTATE PRIVATE LIMITED","BUY","5,00,000","129.76","-"
"10-APR-2024","JUBLINGREA","Jubilant Ingrevia Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","9,54,343","536.50","-"
"10-APR-2024","JUBLINGREA","Jubilant Ingrevia Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","9,54,343","537.01","-"
"10-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","BUY","85,548","857.47","-"
"10-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","SELL","86,087","857.69","-"
"10-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","BUY","2,18,880","858.01","-"
"10-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","SELL","1,82,236","856.96","-"
"10-APR-2024","MCX","Multi Commodity Exchange","GRAVITON RESEARCH CAPITAL LLP","BUY","2,62,847","3,896.15","-"
"10-APR-2024","MCX","Multi Commodity Exchange","GRAVITON RESEARCH CAPITAL LLP","SELL","2,62,847","3,898.57","-"
"10-APR-2024","PEARLPOLY","Pearl Polymers Ltd","MIRA STEEL LLP","BUY","1,00,000","37.93","-"
"10-APR-2024","RADIOWALLA","Radiowalla Network Ltd","DEVENDRAAGARWAL","BUY","84,800","119.85","-"
"10-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","1,68,000","119.98","-"
"10-APR-2024","RADIOWALLA","Radiowalla Network Ltd","MOUNTAIN VENTURES","SELL","40,000","119.85","-"
"10-APR-2024","RHL","Robust Hotels Limited","WHITEPIN  TIE UP  LIMITED","SELL","1,00,000","139.43","-"
"10-APR-2024","SABAR","Sabar Flex India Limited","RAKESHKUMAR HASMUKHBHAI PANCHAL","BUY","90,000","20.20","-"
"10-APR-2024","SABAR","Sabar Flex India Limited","THAKOR NAYANA CHANDUBHAI","SELL","90,000","20.20","-"
"10-APR-2024","SHAIVAL","Shaival Reality Limited","SHAH GAURANG PARMANAND","BUY","64,800","31.80","-"
"10-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","44,63,395","3.28","-"
"10-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","43,13,274","3.25","-"
"10-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","JAINAM BROKING LIMITED","BUY","33,44,919","3.33","-"
"10-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","JAINAM BROKING LIMITED","SELL","3,83,980","3.31","-"
"10-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","PACE COMMODITY BROKERS PRIVATE LIMITED","BUY","64,78,644","3.29","-"
"10-APR-2024","SUNDARAM","Sundaram Multi Pap Ltd","PACE COMMODITY BROKERS PRIVATE LIMITED","SELL","64,81,644","3.33","-"
"10-APR-2024","TAC","TAC Infosec Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","1,46,400","261.10","-"
"10-APR-2024","TAC","TAC Infosec Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","10,800","282.00","-"
"10-APR-2024","TAC","TAC Infosec Limited","NAV CAPITAL VCC - NAV CAPITAL EMERGING STAR FUND","SELL","52,800","286.66","-"
"10-APR-2024","TANLA","Tanla Platforms Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","7,64,764","997.40","-"
"10-APR-2024","TANLA","Tanla Platforms Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","7,64,764","998.46","-"
"10-APR-2024","VERTOZ","Vertoz Advertising Ltd","KURJIBHAI PREMJIBHAI RUPARELIYA","SELL","2,00,000","800.00","-"
"10-APR-2024","VERTOZ","Vertoz Advertising Ltd","MINERVA VENTURES FUND","BUY","3,00,000","799.96","-"
"10-APR-2024","VIKASECO","Vikas EcoTech Limited","VISHWAS FINCAP SERVICES PRIVATE LIMITED","BUY","69,94,789","4.03","-"
"10-APR-2024","VIKASECO","Vikas EcoTech Limited","VISHWAS FINCAP SERVICES PRIVATE LIMITED","SELL","74,98,510","4.03","-"
"10-APR-2024","YASHOPTICS","Yash Optics & Lens Ltd","RIKHAV SECURITIES LIMITED","SELL","1,28,000","92.48","-"
"12-APR-2024","ALUWIND","Aluwind Architectural Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","1,26,000","44.60","-"
"12-APR-2024","ATAM","Atam Valves Limited","LATHE DERIVATIVES TRADING PRIVATE LIMITED .","BUY","58,754","228.09","-"
"12-APR-2024","ATAM","Atam Valves Limited","LATHE DERIVATIVES TRADING PRIVATE LIMITED .","SELL","58,754","227.56","-"
"12-APR-2024","ATAM","Atam Valves Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","57,891","221.78","-"
"12-APR-2024","ATAM","Atam Valves Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","57,891","222.09","-"
"12-APR-2024","ATAM","Atam Valves Limited","RAJESH  KOLEKAR","BUY","1,01,680","225.92","-"
"12-APR-2024","ATAM","Atam Valves Limited","RAJESH  KOLEKAR","SELL","97,720","225.84","-"
"12-APR-2024","ATAM","Atam Valves Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","70,000","227.77","-"
"12-APR-2024","ATAM","Atam Valves Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","60,000","228.10","-"
"12-APR-2024","CGRAPHICS","Creative Graphics S Ind L","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","4,00,000","159.10","-"
"12-APR-2024","CGRAPHICS","Creative Graphics S Ind L","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","1,88,800","166.75","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","AJAY SURENDRABHAI PATEL","BUY","25,00,000","20.35","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","B B COMMERCIAL LTD","BUY","8,75,050","20.33","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","B B COMMERCIAL LTD","SELL","8,75,050","20.38","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","BALVEER SINGH","BUY","9,00,000","20.46","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","BALVEER SINGH","SELL","9,00,000","20.45","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","FARUKBHAI RASULBHAI MALEK","BUY","8,25,000","20.40","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","FARUKBHAI RASULBHAI MALEK","SELL","8,25,000","20.40","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","HEMANT BABULAL KHALAS","BUY","9,30,305","20.46","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","HEMANT BABULAL KHALAS","SELL","9,30,305","20.44","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","JIGAR BHAILALBHAI KHALASH","BUY","8,00,000","20.36","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","JIGAR BHAILALBHAI KHALASH","SELL","8,00,000","20.34","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","KADIR FARUKQBHAI VOHRA","BUY","8,52,000","20.46","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","KADIR FARUKQBHAI VOHRA","SELL","8,52,000","20.46","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","MOHIT SOMCHAND SHAH","SELL","22,60,000","20.42","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","PRASHANT SHARMA","BUY","9,25,000","20.44","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","PRASHANT SHARMA","SELL","9,25,000","20.46","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","SANJAY MANSINGBHAI RATHOD","BUY","8,54,705","20.41","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","SANJAY MANSINGBHAI RATHOD","SELL","8,54,705","20.36","-"
"12-APR-2024","DRCSYSTEMS","DRC Systems India Limited","SOMANI MULTIBIZ LIMITED","SELL","19,20,856","20.81","-"
"12-APR-2024","ENFUSE","Enfuse Solutions Limited","KARTHIKA KIZHAKKAYIL MANOHARAN","BUY","48,000","126.51","-"
"12-APR-2024","K2INFRA","K2 Infragen Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","1,51,200","148.60","-"
"12-APR-2024","K2INFRA","K2 Infragen Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","2,02,800","148.60","-"
"12-APR-2024","KCK","Kck Industries Limited","CHANDNI DHRUVKUMAR  SHAH","BUY","28,000","75.03","-"
"12-APR-2024","KCK","Kck Industries Limited","CHANDNI DHRUVKUMAR  SHAH","SELL","4,000","73.55","-"
"12-APR-2024","KCK","Kck Industries Limited","CHANDRA BHAN KATARIA","SELL","60,000","75.14","-"
"12-APR-2024","KDL","Kore Digital Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","17,600","800.38","-"
"12-APR-2024","KLL","Kaushalya Logistics Ltd","NEOMILE GROWTH FUND - SERIES I","SELL","1,42,400","92.78","-"
"12-APR-2024","KLL","Kaushalya Logistics Ltd","SANDEEP SINGH","BUY","1,08,800","90.00","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","BUY","86,476","925.29","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","SELL","46,080","954.60","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","BUY","1,09,846","919.34","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","GRAVITON RESEARCH CAPITAL LLP","SELL","1,09,846","920.39","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","BUY","2,08,732","944.37","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","HRTI PRIVATE LIMITED","SELL","1,87,289","937.31","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","KARISHMA DILIP BHATIA","BUY","1,71,221","954.61","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","KARISHMA DILIP BHATIA","SELL","35,221","1,001.28","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","BUY","4,05,675","981.34","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ HARSUKHLAL SANGHAVI","SELL","4,05,675","985.19","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","NIRAJ RAJNIKANT SHAH","BUY","75,000","982.34","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","84,762","974.81","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","85,786","975.81","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","BUY","1,54,563","949.75","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","QE SECURITIES LLP","SELL","1,71,880","949.13","-"
"12-APR-2024","KRYSTAL","Krystal Integrated Ser L","SUNFLOWER BROKING PRIVATE LIMITED","BUY","1,43,458","949.51","-"
